label1	timestamp	label2	robot_id	label3	milestone
@@TS	198532	Robot	0	ExecCount	117
@@TS	201408	Robot	1	ExecCount	185
@@TS	201886	Robot	1	ExecCount	187
@@TS	202694	Robot	1	ExecCount	189
@@TS	202811	Robot	2	ExecCount	167
@@TS	202840	Robot	0	ExecCount	119
@@TS	204380	Robot	1	ExecCount	191
@@TS	205182	Robot	0	ExecCount	121
@@TS	206883	Robot	2	ExecCount	169
@@TS	208048	Robot	1	ExecCount	193
@@TS	208562	Robot	0	ExecCount	123
@@TS	209237	Robot	2	ExecCount	171
@@TS	210741	Robot	2	ExecCount	173
@@TS	211466	Robot	1	ExecCount	195
@@TS	10340	Robot	0	ExecCount	2
@@TS	12036	Robot	0	ExecCount	4
@@TS	14181	Robot	1	ExecCount	2
@@TS	15396	Robot	0	ExecCount	6
@@TS	15840	Robot	1	ExecCount	4
@@TS	18018	Robot	0	ExecCount	8
@@TS	19207	Robot	1	ExecCount	6
@@TS	19826	Robot	0	ExecCount	10
@@TS	1736	Robot	1	ExecCount	2
@@TS	3107	Robot	0	ExecCount	2
@@TS	3302	Robot	1	ExecCount	4
@@TS	4917	Robot	0	ExecCount	4
@@TS	6670	Robot	1	ExecCount	6
@@TS	8275	Robot	0	ExecCount	6
@@TS	9302	Robot	1	ExecCount	8
@@TS	10899	Robot	0	ExecCount	8
@@TS	11106	Robot	1	ExecCount	10
@@TS	11894	Robot	1	ExecCount	12
@@TS	12705	Robot	0	ExecCount	10
@@TS	13296	Robot	1	ExecCount	14
@@TS	13497	Robot	0	ExecCount	12
@@TS	14911	Robot	0	ExecCount	14
@@TS	17246	Robot	1	ExecCount	16
@@TS	18847	Robot	0	ExecCount	16
@@TS	20736	Robot	1	ExecCount	18
@@TS	22387	Robot	0	ExecCount	18
@@TS	22680	Robot	1	ExecCount	20
@@TS	23948	Robot	1	ExecCount	22
@@TS	24315	Robot	0	ExecCount	20
@@TS	25575	Robot	0	ExecCount	22
@@TS	25828	Robot	1	ExecCount	24
@@TS	27445	Robot	0	ExecCount	24
@@TS	31328	Robot	1	ExecCount	29
@@TS	31802	Robot	1	ExecCount	31
@@TS	32606	Robot	1	ExecCount	33
@@TS	32988	Robot	0	ExecCount	29
@@TS	33465	Robot	0	ExecCount	31
@@TS	34275	Robot	0	ExecCount	33
@@TS	34300	Robot	1	ExecCount	35
@@TS	35959	Robot	0	ExecCount	35
@@TS	37968	Robot	1	ExecCount	37
@@TS	39637	Robot	0	ExecCount	37
@@TS	41398	Robot	1	ExecCount	39
@@TS	43061	Robot	0	ExecCount	39
@@TS	44638	Robot	1	ExecCount	41
@@TS	5312	Robot	0	ExecCount	2
@@TS	5424	Robot	1	ExecCount	2
@@TS	7090	Robot	0	ExecCount	4
@@TS	7210	Robot	1	ExecCount	4
@@TS	10448	Robot	0	ExecCount	6
@@TS	10578	Robot	1	ExecCount	6
@@TS	13070	Robot	0	ExecCount	8
@@TS	13212	Robot	1	ExecCount	8
@@TS	14878	Robot	0	ExecCount	10
@@TS	15012	Robot	1	ExecCount	10
@@TS	15670	Robot	0	ExecCount	12
@@TS	15804	Robot	1	ExecCount	12
@@TS	17082	Robot	0	ExecCount	14
@@TS	17204	Robot	1	ExecCount	14
@@TS	21018	Robot	0	ExecCount	16
@@TS	21156	Robot	1	ExecCount	16
@@TS	24560	Robot	0	ExecCount	18
@@TS	24646	Robot	1	ExecCount	18
@@TS	26486	Robot	0	ExecCount	20
@@TS	26588	Robot	1	ExecCount	20
@@TS	27746	Robot	0	ExecCount	22
@@TS	27856	Robot	1	ExecCount	22
@@TS	29618	Robot	0	ExecCount	24
@@TS	29736	Robot	1	ExecCount	24
@@TS	35158	Robot	0	ExecCount	29
@@TS	35238	Robot	1	ExecCount	29
@@TS	35638	Robot	0	ExecCount	31
@@TS	35716	Robot	1	ExecCount	31
@@TS	36448	Robot	0	ExecCount	33
@@TS	36522	Robot	1	ExecCount	33
@@TS	38134	Robot	0	ExecCount	35
@@TS	38216	Robot	1	ExecCount	35
@@TS	41808	Robot	0	ExecCount	37
@@TS	41882	Robot	1	ExecCount	37
@@TS	45234	Robot	0	ExecCount	39
@@TS	45312	Robot	1	ExecCount	39
@@TS	48522	Robot	0	ExecCount	41
@@TS	48552	Robot	1	ExecCount	41
@@TS	50076	Robot	0	ExecCount	43
@@TS	50078	Robot	1	ExecCount	43
@@TS	51780	Robot	1	ExecCount	45
@@TS	51788	Robot	0	ExecCount	45
@@TS	54990	Robot	1	ExecCount	47
@@TS	54998	Robot	0	ExecCount	47
@@TS	58918	Robot	0	ExecCount	49
@@TS	58920	Robot	1	ExecCount	49
@@TS	62052	Robot	0	ExecCount	51
@@TS	62066	Robot	1	ExecCount	51
@@TS	63260	Robot	0	ExecCount	54
@@TS	63268	Robot	1	ExecCount	54
@@TS	64170	Robot	0	ExecCount	56
@@TS	64184	Robot	1	ExecCount	56
@@TS	67484	Robot	0	ExecCount	58
@@TS	67492	Robot	1	ExecCount	58
@@TS	70110	Robot	0	ExecCount	60
@@TS	70124	Robot	1	ExecCount	60
@@TS	71916	Robot	0	ExecCount	62
@@TS	71924	Robot	1	ExecCount	62
@@TS	72706	Robot	0	ExecCount	64
@@TS	72714	Robot	1	ExecCount	64
@@TS	74116	Robot	1	ExecCount	66
@@TS	74118	Robot	0	ExecCount	66
@@TS	78054	Robot	0	ExecCount	68
@@TS	78068	Robot	1	ExecCount	68
@@TS	81558	Robot	1	ExecCount	70
@@TS	81596	Robot	0	ExecCount	70
@@TS	83500	Robot	1	ExecCount	72
@@TS	83522	Robot	0	ExecCount	72
@@TS	84770	Robot	1	ExecCount	74
@@TS	84784	Robot	0	ExecCount	74
@@TS	86650	Robot	1	ExecCount	76
@@TS	86658	Robot	0	ExecCount	76
@@TS	92148	Robot	1	ExecCount	81
@@TS	92196	Robot	0	ExecCount	81
@@TS	92622	Robot	1	ExecCount	83
@@TS	92674	Robot	0	ExecCount	83
@@TS	93426	Robot	1	ExecCount	85
@@TS	93482	Robot	0	ExecCount	85
@@TS	95120	Robot	1	ExecCount	87
@@TS	95168	Robot	0	ExecCount	87
@@TS	98788	Robot	1	ExecCount	89
@@TS	98848	Robot	0	ExecCount	89
@@TS	102218	Robot	1	ExecCount	91
@@TS	102270	Robot	0	ExecCount	91
@@TS	105458	Robot	1	ExecCount	93
@@TS	105560	Robot	0	ExecCount	93
@@TS	106982	Robot	1	ExecCount	95
@@TS	107114	Robot	0	ExecCount	95
@@TS	108684	Robot	1	ExecCount	97
@@TS	108824	Robot	0	ExecCount	97
@@TS	111894	Robot	1	ExecCount	99
@@TS	112032	Robot	0	ExecCount	99
@@TS	115824	Robot	1	ExecCount	101
@@TS	115954	Robot	0	ExecCount	101
@@TS	118968	Robot	1	ExecCount	103
@@TS	119090	Robot	0	ExecCount	103
@@TS	120174	Robot	1	ExecCount	106
@@TS	120298	Robot	0	ExecCount	106
@@TS	121090	Robot	1	ExecCount	108
@@TS	121206	Robot	0	ExecCount	108
@@TS	124396	Robot	1	ExecCount	110
@@TS	124520	Robot	0	ExecCount	110
@@TS	127028	Robot	1	ExecCount	112
@@TS	127146	Robot	0	ExecCount	112
@@TS	128828	Robot	1	ExecCount	114
@@TS	128952	Robot	0	ExecCount	114
@@TS	129620	Robot	1	ExecCount	116
@@TS	129742	Robot	0	ExecCount	116
@@TS	131022	Robot	1	ExecCount	118
@@TS	131156	Robot	0	ExecCount	118
@@TS	134974	Robot	1	ExecCount	120
@@TS	135092	Robot	0	ExecCount	120
@@TS	138462	Robot	1	ExecCount	122
@@TS	138634	Robot	0	ExecCount	122
@@TS	140406	Robot	1	ExecCount	124
@@TS	140560	Robot	0	ExecCount	124
@@TS	141676	Robot	1	ExecCount	126
@@TS	141822	Robot	0	ExecCount	126
@@TS	143554	Robot	1	ExecCount	128
@@TS	143692	Robot	0	ExecCount	128
@@TS	149055	Robot	1	ExecCount	133
@@TS	149232	Robot	0	ExecCount	133
@@TS	149528	Robot	1	ExecCount	135
@@TS	149710	Robot	0	ExecCount	135
@@TS	150332	Robot	1	ExecCount	137
@@TS	150518	Robot	0	ExecCount	137
@@TS	152027	Robot	1	ExecCount	139
@@TS	152204	Robot	0	ExecCount	139
@@TS	155694	Robot	1	ExecCount	141
@@TS	155882	Robot	0	ExecCount	141
@@TS	159124	Robot	1	ExecCount	143
@@TS	159306	Robot	0	ExecCount	143
@@TS	162365	Robot	1	ExecCount	145
@@TS	162596	Robot	0	ExecCount	145
@@TS	163889	Robot	1	ExecCount	147
@@TS	164150	Robot	0	ExecCount	147
@@TS	165591	Robot	1	ExecCount	149
@@TS	165860	Robot	0	ExecCount	149
@@TS	168801	Robot	1	ExecCount	151
@@TS	169068	Robot	0	ExecCount	151
@@TS	172731	Robot	1	ExecCount	153
@@TS	172990	Robot	0	ExecCount	153
@@TS	175875	Robot	1	ExecCount	155
@@TS	176126	Robot	0	ExecCount	155
@@TS	177081	Robot	1	ExecCount	158
@@TS	177334	Robot	0	ExecCount	158
@@TS	177997	Robot	1	ExecCount	160
@@TS	178242	Robot	0	ExecCount	160
@@TS	181303	Robot	1	ExecCount	162
@@TS	181556	Robot	0	ExecCount	162
@@TS	183935	Robot	1	ExecCount	164
@@TS	184182	Robot	0	ExecCount	164
@@TS	185735	Robot	1	ExecCount	166
@@TS	185988	Robot	0	ExecCount	166
@@TS	186527	Robot	1	ExecCount	168
@@TS	186778	Robot	0	ExecCount	168
@@TS	187929	Robot	1	ExecCount	170
@@TS	188192	Robot	0	ExecCount	170
@@TS	191881	Robot	1	ExecCount	172
@@TS	192128	Robot	0	ExecCount	172
@@TS	195369	Robot	1	ExecCount	174
@@TS	195670	Robot	0	ExecCount	174
@@TS	197313	Robot	1	ExecCount	176
@@TS	197596	Robot	0	ExecCount	176
@@TS	198583	Robot	1	ExecCount	178
@@TS	198858	Robot	0	ExecCount	178
@@TS	200461	Robot	1	ExecCount	180
@@TS	200728	Robot	0	ExecCount	180
@@TS	205961	Robot	1	ExecCount	185
@@TS	206268	Robot	0	ExecCount	185
@@TS	206435	Robot	1	ExecCount	187
@@TS	206746	Robot	0	ExecCount	187
@@TS	207239	Robot	1	ExecCount	189
@@TS	207554	Robot	0	ExecCount	189
@@TS	208933	Robot	1	ExecCount	191
@@TS	209240	Robot	0	ExecCount	191
@@TS	212601	Robot	1	ExecCount	193
@@TS	212918	Robot	0	ExecCount	193
@@TS	216031	Robot	1	ExecCount	195
@@TS	216342	Robot	0	ExecCount	195
@@TS	219271	Robot	1	ExecCount	197
@@TS	219632	Robot	0	ExecCount	197
@@TS	220795	Robot	1	ExecCount	199
@@TS	221186	Robot	0	ExecCount	199
@@TS	222497	Robot	1	ExecCount	201
@@TS	222896	Robot	0	ExecCount	201
@@TS	225707	Robot	1	ExecCount	203
@@TS	226104	Robot	0	ExecCount	203
@@TS	229637	Robot	1	ExecCount	205
@@TS	230026	Robot	0	ExecCount	205
@@TS	232781	Robot	1	ExecCount	207
@@TS	233162	Robot	0	ExecCount	207
@@TS	233987	Robot	1	ExecCount	210
@@TS	234370	Robot	0	ExecCount	210
@@TS	234903	Robot	1	ExecCount	212
@@TS	235278	Robot	0	ExecCount	212
@@TS	238209	Robot	1	ExecCount	214
@@TS	238592	Robot	0	ExecCount	214
@@TS	240841	Robot	1	ExecCount	216
@@TS	241218	Robot	0	ExecCount	216
@@TS	242641	Robot	1	ExecCount	218
@@TS	243024	Robot	0	ExecCount	218
@@TS	243433	Robot	1	ExecCount	220
@@TS	243814	Robot	0	ExecCount	220
@@TS	244835	Robot	1	ExecCount	222
@@TS	245228	Robot	0	ExecCount	222
@@TS	248787	Robot	1	ExecCount	224
@@TS	249164	Robot	0	ExecCount	224
@@TS	252275	Robot	1	ExecCount	226
@@TS	252706	Robot	0	ExecCount	226
@@TS	254219	Robot	1	ExecCount	228
@@TS	254632	Robot	0	ExecCount	228
@@TS	255489	Robot	1	ExecCount	230
@@TS	255894	Robot	0	ExecCount	230
@@TS	257367	Robot	1	ExecCount	232
@@TS	257764	Robot	0	ExecCount	232
@@TS	262867	Robot	1	ExecCount	237
@@TS	263304	Robot	0	ExecCount	237
@@TS	263341	Robot	1	ExecCount	239
@@TS	263782	Robot	0	ExecCount	239
@@TS	264145	Robot	1	ExecCount	241
@@TS	264590	Robot	0	ExecCount	241
@@TS	265839	Robot	1	ExecCount	243
@@TS	266276	Robot	0	ExecCount	243
@@TS	269507	Robot	1	ExecCount	245
@@TS	269954	Robot	0	ExecCount	245
@@TS	272937	Robot	1	ExecCount	247
@@TS	273378	Robot	0	ExecCount	247
@@TS	276177	Robot	1	ExecCount	249
@@TS	276668	Robot	0	ExecCount	249
@@TS	277701	Robot	1	ExecCount	251
@@TS	278222	Robot	0	ExecCount	251
@@TS	279403	Robot	1	ExecCount	253
@@TS	279932	Robot	0	ExecCount	253
@@TS	282613	Robot	1	ExecCount	255
@@TS	283140	Robot	0	ExecCount	255
@@TS	286543	Robot	1	ExecCount	257
@@TS	287062	Robot	0	ExecCount	257
@@TS	289687	Robot	1	ExecCount	259
@@TS	290198	Robot	0	ExecCount	259
@@TS	290893	Robot	1	ExecCount	262
@@TS	291406	Robot	0	ExecCount	262
@@TS	291809	Robot	1	ExecCount	264
@@TS	292314	Robot	0	ExecCount	264
@@TS	295115	Robot	1	ExecCount	266
@@TS	295628	Robot	0	ExecCount	266
@@TS	297747	Robot	1	ExecCount	268
@@TS	298254	Robot	0	ExecCount	268
@@TS	299547	Robot	1	ExecCount	270
@@TS	300060	Robot	0	ExecCount	270
@@TS	300339	Robot	1	ExecCount	272
@@TS	300850	Robot	0	ExecCount	272
@@TS	301741	Robot	1	ExecCount	274
@@TS	302264	Robot	0	ExecCount	274
@@TS	305693	Robot	1	ExecCount	276
@@TS	306200	Robot	0	ExecCount	276
@@TS	309181	Robot	1	ExecCount	278
@@TS	309744	Robot	0	ExecCount	278
@@TS	311125	Robot	1	ExecCount	280
@@TS	311668	Robot	0	ExecCount	280
@@TS	312397	Robot	1	ExecCount	282
@@TS	312930	Robot	0	ExecCount	282
@@TS	314273	Robot	1	ExecCount	284
@@TS	314800	Robot	0	ExecCount	284
@@TS	319775	Robot	1	ExecCount	289
@@TS	320249	Robot	1	ExecCount	291
@@TS	320340	Robot	0	ExecCount	289
@@TS	320818	Robot	0	ExecCount	291
@@TS	321055	Robot	1	ExecCount	293
@@TS	321626	Robot	0	ExecCount	293
@@TS	322747	Robot	1	ExecCount	295
@@TS	323315	Robot	0	ExecCount	295
@@TS	326415	Robot	1	ExecCount	297
@@TS	326992	Robot	0	ExecCount	297
@@TS	329845	Robot	1	ExecCount	299
@@TS	330414	Robot	0	ExecCount	299
@@TS	333087	Robot	1	ExecCount	301
@@TS	333706	Robot	0	ExecCount	301
@@TS	334609	Robot	1	ExecCount	303
@@TS	335260	Robot	0	ExecCount	303
@@TS	336313	Robot	1	ExecCount	305
@@TS	336968	Robot	0	ExecCount	305
@@TS	339521	Robot	1	ExecCount	307
@@TS	340178	Robot	0	ExecCount	307
@@TS	343451	Robot	1	ExecCount	309
@@TS	344098	Robot	0	ExecCount	309
@@TS	346597	Robot	1	ExecCount	311
@@TS	347234	Robot	0	ExecCount	311
@@TS	347803	Robot	1	ExecCount	314
@@TS	348444	Robot	0	ExecCount	314
@@TS	348719	Robot	1	ExecCount	316
@@TS	349352	Robot	0	ExecCount	316
@@TS	352023	Robot	1	ExecCount	318
@@TS	352664	Robot	0	ExecCount	318
@@TS	354657	Robot	1	ExecCount	320
@@TS	355292	Robot	0	ExecCount	320
@@TS	356455	Robot	1	ExecCount	322
@@TS	357098	Robot	0	ExecCount	322
@@TS	357247	Robot	1	ExecCount	324
@@TS	357888	Robot	0	ExecCount	324
@@TS	358651	Robot	1	ExecCount	326
@@TS	359302	Robot	0	ExecCount	326
@@TS	362603	Robot	1	ExecCount	328
@@TS	363236	Robot	0	ExecCount	328
@@TS	366089	Robot	1	ExecCount	330
@@TS	366778	Robot	0	ExecCount	330
@@TS	368035	Robot	1	ExecCount	332
@@TS	368704	Robot	0	ExecCount	332
@@TS	369305	Robot	1	ExecCount	334
@@TS	369968	Robot	0	ExecCount	334
@@TS	371183	Robot	1	ExecCount	336
@@TS	371836	Robot	0	ExecCount	336
@@TS	376682	Robot	1	ExecCount	341
@@TS	377155	Robot	1	ExecCount	343
@@TS	377378	Robot	0	ExecCount	341
@@TS	377856	Robot	0	ExecCount	343
@@TS	377961	Robot	1	ExecCount	345
@@TS	378664	Robot	0	ExecCount	345
@@TS	379656	Robot	1	ExecCount	347
@@TS	380352	Robot	0	ExecCount	347
@@TS	383324	Robot	1	ExecCount	349
@@TS	384029	Robot	0	ExecCount	349
@@TS	386751	Robot	1	ExecCount	351
@@TS	387452	Robot	0	ExecCount	351
@@TS	389992	Robot	1	ExecCount	353
@@TS	390744	Robot	0	ExecCount	353
@@TS	391516	Robot	1	ExecCount	355
@@TS	392296	Robot	0	ExecCount	355
@@TS	393218	Robot	1	ExecCount	357
@@TS	394006	Robot	0	ExecCount	357
@@TS	396428	Robot	1	ExecCount	359
@@TS	397216	Robot	0	ExecCount	359
@@TS	400358	Robot	1	ExecCount	361
@@TS	401136	Robot	0	ExecCount	361
@@TS	403504	Robot	1	ExecCount	363
@@TS	404274	Robot	0	ExecCount	363
@@TS	404710	Robot	1	ExecCount	366
@@TS	405482	Robot	0	ExecCount	366
@@TS	405626	Robot	1	ExecCount	368
@@TS	406390	Robot	0	ExecCount	368
@@TS	408930	Robot	1	ExecCount	370
@@TS	409702	Robot	0	ExecCount	370
@@TS	411564	Robot	1	ExecCount	372
@@TS	412330	Robot	0	ExecCount	372
@@TS	413362	Robot	1	ExecCount	374
@@TS	414134	Robot	0	ExecCount	374
@@TS	414156	Robot	1	ExecCount	376
@@TS	414923	Robot	0	ExecCount	376
@@TS	415558	Robot	1	ExecCount	378
@@TS	416340	Robot	0	ExecCount	378
@@TS	419508	Robot	1	ExecCount	380
@@TS	420273	Robot	0	ExecCount	380
@@TS	422996	Robot	1	ExecCount	382
@@TS	423818	Robot	0	ExecCount	382
@@TS	424940	Robot	1	ExecCount	384
@@TS	425745	Robot	0	ExecCount	384
@@TS	426210	Robot	1	ExecCount	386
@@TS	427005	Robot	0	ExecCount	386
